DialPlanName,Name,Prefix,Tag
cattolica,PSTN,*,PSTN
cattolica,+390458391085,+390458391085,S4B
cattolica,+390458391086,+390458391086,S4B
cattolica,+390458391087,+390458391087,S4B
cattolica,+390458391089,+390458391089,S4B
cattolica,+390458391091,+390458391091,S4B
cattolica,+390458391092,+390458391092,S4B
cattolica,+390458391093,+390458391093,S4B
cattolica,+390458391094,+390458391094,S4B
cattolica,+390458391095,+390458391095,S4B
cattolica,+390458391097,+390458391097,S4B
cattolica,+390458391098,+390458391098,S4B
cattolica,+390458391100,+390458391100,S4B
cattolica,+390458391101,+390458391101,S4B
cattolica,+390458391103,+390458391103,S4B
cattolica,+390458391104,+390458391104,S4B
cattolica,+390458391105,+390458391105,S4B
cattolica,+390458391106,+390458391106,S4B
cattolica,+390458391110,+390458391110,S4B
cattolica,+390458391114,+390458391114,S4B
cattolica,+390458391116,+390458391116,S4B
cattolica,+390458391117,+390458391117,S4B
cattolica,+390458391120,+390458391120,S4B
cattolica,+390458391123,+390458391123,S4B
cattolica,+390458391124,+390458391124,S4B
cattolica,+390458391125,+390458391125,S4B
cattolica,+390458391126,+390458391126,S4B
cattolica,+390458391127,+390458391127,S4B
cattolica,+390458391129,+390458391129,S4B
cattolica,+390458391130,+390458391130,S4B
cattolica,+390458391132,+390458391132,S4B
cattolica,+390458391133,+390458391133,S4B
cattolica,+390458391134,+390458391134,S4B
cattolica,+390458391135,+390458391135,S4B
cattolica,+390458391136,+390458391136,S4B
cattolica,+390458391137,+390458391137,S4B
cattolica,+390458391138,+390458391138,S4B
cattolica,+390458391141,+390458391141,S4B
cattolica,+390458391143,+390458391143,S4B
cattolica,+390458391144,+390458391144,S4B
cattolica,+390458391145,+390458391145,S4B
cattolica,+390458391146,+390458391146,S4B
cattolica,+390458391147,+390458391147,S4B
cattolica,+390458391148,+390458391148,S4B
cattolica,+390458391149,+390458391149,S4B
cattolica,+390458391150,+390458391150,S4B
cattolica,+390458391152,+390458391152,S4B
cattolica,+390458391153,+390458391153,S4B
cattolica,+390458391154,+390458391154,S4B
cattolica,+390458391155,+390458391155,S4B
cattolica,+390458391156,+390458391156,S4B
cattolica,+390458391157,+390458391157,S4B
cattolica,+390458391158,+390458391158,S4B
cattolica,+390458391159,+390458391159,S4B
cattolica,+390458391160,+390458391160,S4B
cattolica,+390458391161,+390458391161,S4B
cattolica,+390458391162,+390458391162,S4B
cattolica,+390458391163,+390458391163,S4B
cattolica,+390458391164,+390458391164,S4B
cattolica,+390458391165,+390458391165,S4B
cattolica,+390458391167,+390458391167,S4B
cattolica,+390458391168,+390458391168,S4B
cattolica,+390458391169,+390458391169,S4B
cattolica,+390458391170,+390458391170,S4B
cattolica,+390458391171,+390458391171,S4B
cattolica,+390458391172,+390458391172,S4B
cattolica,+390458391173,+390458391173,S4B
cattolica,+390458391175,+390458391175,S4B
cattolica,+390458391176,+390458391176,S4B
cattolica,+390458391178,+390458391178,S4B
cattolica,+390458391179,+390458391179,S4B
cattolica,+390458391180,+390458391180,S4B
cattolica,+390458391182,+390458391182,S4B
cattolica,+390458391183,+390458391183,S4B
cattolica,+390458391184,+390458391184,S4B
cattolica,+390458391186,+390458391186,S4B
cattolica,+390458391187,+390458391187,S4B
cattolica,+390458391188,+390458391188,S4B
cattolica,+390458391189,+390458391189,S4B
cattolica,+390458391190,+390458391190,S4B
cattolica,+390458391191,+390458391191,S4B
cattolica,+390458391192,+390458391192,S4B
cattolica,+390458391193,+390458391193,S4B
cattolica,+390458391194,+390458391194,S4B
cattolica,+390458391195,+390458391195,S4B
cattolica,+390458391196,+390458391196,S4B
cattolica,+390458391199,+390458391199,S4B
cattolica,+390458391201,+390458391201,S4B
cattolica,+390458391204,+390458391204,S4B
cattolica,+390458391205,+390458391205,S4B
cattolica,+390458391207,+390458391207,S4B
cattolica,+390458391208,+390458391208,S4B
cattolica,+390458391209,+390458391209,S4B
cattolica,+390458391210,+390458391210,S4B
cattolica,+390458391211,+390458391211,S4B
cattolica,+390458391213,+390458391213,S4B
cattolica,+390458391214,+390458391214,S4B
cattolica,+390458391215,+390458391215,S4B
cattolica,+390458391216,+390458391216,S4B
cattolica,+390458391217,+390458391217,S4B
cattolica,+390458391218,+390458391218,S4B
cattolica,+390458391219,+390458391219,S4B
cattolica,+390458391220,+390458391220,S4B
cattolica,+390458391221,+390458391221,S4B
cattolica,+390458391222,+390458391222,S4B
cattolica,+390458391223,+390458391223,S4B
cattolica,+390458391224,+390458391224,S4B
cattolica,+390458391225,+390458391225,S4B
cattolica,+390458391227,+390458391227,S4B
cattolica,+390458391228,+390458391228,S4B
cattolica,+390458391229,+390458391229,S4B
cattolica,+390458391230,+390458391230,S4B
cattolica,+390458391231,+390458391231,S4B
cattolica,+390458391232,+390458391232,S4B
cattolica,+390458391233,+390458391233,S4B
cattolica,+390458391234,+390458391234,S4B
cattolica,+390458391236,+390458391236,S4B
cattolica,+390458391237,+390458391237,S4B
cattolica,+390458391238,+390458391238,S4B
cattolica,+390458391239,+390458391239,S4B
cattolica,+390458391241,+390458391241,S4B
cattolica,+390458391242,+390458391242,S4B
cattolica,+390458391243,+390458391243,S4B
cattolica,+390458391244,+390458391244,S4B
cattolica,+390458391245,+390458391245,S4B
cattolica,+390458391246,+390458391246,S4B
cattolica,+390458391248,+390458391248,S4B
cattolica,+390458391249,+390458391249,S4B
cattolica,+390458391250,+390458391250,S4B
cattolica,+390458391251,+390458391251,S4B
cattolica,+390458391252,+390458391252,S4B
cattolica,+390458391253,+390458391253,S4B
cattolica,+390458391255,+390458391255,S4B
cattolica,+390458391256,+390458391256,S4B
cattolica,+390458391257,+390458391257,S4B
cattolica,+390458391258,+390458391258,S4B
cattolica,+390458391259,+390458391259,S4B
cattolica,+390458391260,+390458391260,S4B
cattolica,+390458391261,+390458391261,S4B
cattolica,+390458391262,+390458391262,S4B
cattolica,+390458391265,+390458391265,S4B
cattolica,+390458391266,+390458391266,S4B
cattolica,+390458391267,+390458391267,S4B
cattolica,+390458391268,+390458391268,S4B
cattolica,+390458391269,+390458391269,S4B
cattolica,+390458391270,+390458391270,S4B
cattolica,+390458391271,+390458391271,S4B
cattolica,+390458391272,+390458391272,S4B
cattolica,+390458391273,+390458391273,S4B
cattolica,+390458391274,+390458391274,S4B
cattolica,+390458391275,+390458391275,S4B
cattolica,+390458391276,+390458391276,S4B
cattolica,+390458391277,+390458391277,S4B
cattolica,+390458391278,+390458391278,S4B
cattolica,+390458391279,+390458391279,S4B
cattolica,+390458391280,+390458391280,S4B
cattolica,+390458391281,+390458391281,S4B
cattolica,+390458391284,+390458391284,S4B
cattolica,+390458391285,+390458391285,S4B
cattolica,+390458391286,+390458391286,S4B
cattolica,+390458391287,+390458391287,S4B
cattolica,+390458391288,+390458391288,S4B
cattolica,+390458391289,+390458391289,S4B
cattolica,+390458391293,+390458391293,S4B
cattolica,+390458391297,+390458391297,S4B
cattolica,+390458391299,+390458391299,S4B
cattolica,+390458391303,+390458391303,S4B
cattolica,+390458391304,+390458391304,S4B
cattolica,+390458391308,+390458391308,S4B
cattolica,+390458391310,+390458391310,S4B
cattolica,+390458391311,+390458391311,S4B
cattolica,+390458391312,+390458391312,S4B
cattolica,+390458391313,+390458391313,S4B
cattolica,+390458391314,+390458391314,S4B
cattolica,+390458391315,+390458391315,S4B
cattolica,+390458391317,+390458391317,S4B
cattolica,+390458391318,+390458391318,S4B
cattolica,+390458391320,+390458391320,S4B
cattolica,+390458391321,+390458391321,S4B
cattolica,+390458391322,+390458391322,S4B
cattolica,+390458391325,+390458391325,S4B
cattolica,+390458391327,+390458391327,S4B
cattolica,+390458391328,+390458391328,S4B
cattolica,+390458391330,+390458391330,S4B
cattolica,+390458391331,+390458391331,S4B
cattolica,+390458391334,+390458391334,S4B
cattolica,+390458391335,+390458391335,S4B
cattolica,+390458391336,+390458391336,S4B
cattolica,+390458391337,+390458391337,S4B
cattolica,+390458391338,+390458391338,S4B
cattolica,+390458391343,+390458391343,S4B
cattolica,+390458391345,+390458391345,S4B
cattolica,+390458391347,+390458391347,S4B
cattolica,+390458391348,+390458391348,S4B
cattolica,+390458391350,+390458391350,S4B
cattolica,+390458391351,+390458391351,S4B
cattolica,+390458391354,+390458391354,S4B
cattolica,+390458391355,+390458391355,S4B
cattolica,+390458391358,+390458391358,S4B
cattolica,+390458391359,+390458391359,S4B
cattolica,+390458391362,+390458391362,S4B
cattolica,+390458391363,+390458391363,S4B
cattolica,+390458391364,+390458391364,S4B
cattolica,+390458391365,+390458391365,S4B
cattolica,+390458391366,+390458391366,S4B
cattolica,+390458391368,+390458391368,S4B
cattolica,+390458391369,+390458391369,S4B
cattolica,+390458391370,+390458391370,S4B
cattolica,+390458391376,+390458391376,S4B
cattolica,+390458391377,+390458391377,S4B
cattolica,+390458391378,+390458391378,S4B
cattolica,+390458391379,+390458391379,S4B
cattolica,+390458391380,+390458391380,S4B
cattolica,+390458391383,+390458391383,S4B
cattolica,+390458391384,+390458391384,S4B
cattolica,+390458391386,+390458391386,S4B
cattolica,+390458391387,+390458391387,S4B
cattolica,+390458391388,+390458391388,S4B
cattolica,+390458391389,+390458391389,S4B
cattolica,+390458391390,+390458391390,S4B
cattolica,+390458391395,+390458391395,S4B
cattolica,+390458391396,+390458391396,S4B
cattolica,+390458391397,+390458391397,S4B
cattolica,+390458391399,+390458391399,S4B
cattolica,+390458391401,+390458391401,S4B
cattolica,+390458391404,+390458391404,S4B
cattolica,+390458391407,+390458391407,S4B
cattolica,+390458391410,+390458391410,S4B
cattolica,+390458391415,+390458391415,S4B
cattolica,+390458391418,+390458391418,S4B
cattolica,+390458391420,+390458391420,S4B
cattolica,+390458391423,+390458391423,S4B
cattolica,+390458391424,+390458391424,S4B
cattolica,+390458391426,+390458391426,S4B
cattolica,+390458391428,+390458391428,S4B
cattolica,+390458391429,+390458391429,S4B
cattolica,+390458391430,+390458391430,S4B
cattolica,+390458391431,+390458391431,S4B
cattolica,+390458391432,+390458391432,S4B
cattolica,+390458391436,+390458391436,S4B
cattolica,+390458391437,+390458391437,S4B
cattolica,+390458391438,+390458391438,S4B
cattolica,+390458391439,+390458391439,S4B
cattolica,+390458391441,+390458391441,S4B
cattolica,+390458391442,+390458391442,S4B
cattolica,+390458391443,+390458391443,S4B
cattolica,+390458391446,+390458391446,S4B
cattolica,+390458391447,+390458391447,S4B
cattolica,+390458391449,+390458391449,S4B
cattolica,+390458391450,+390458391450,S4B
cattolica,+390458391451,+390458391451,S4B
cattolica,+390458391452,+390458391452,S4B
cattolica,+390458391453,+390458391453,S4B
cattolica,+390458391455,+390458391455,S4B
cattolica,+390458391456,+390458391456,S4B
cattolica,+390458391457,+390458391457,S4B
cattolica,+390458391458,+390458391458,S4B
cattolica,+390458391459,+390458391459,S4B
cattolica,+390458391461,+390458391461,S4B
cattolica,+390458391462,+390458391462,S4B
cattolica,+390458391463,+390458391463,S4B
cattolica,+390458391464,+390458391464,S4B
cattolica,+390458391465,+390458391465,S4B
cattolica,+390458391467,+390458391467,S4B
cattolica,+390458391468,+390458391468,S4B
cattolica,+390458391470,+390458391470,S4B
cattolica,+390458391471,+390458391471,S4B
cattolica,+390458391472,+390458391472,S4B
cattolica,+390458391473,+390458391473,S4B
cattolica,+390458391474,+390458391474,S4B
cattolica,+390458391475,+390458391475,S4B
cattolica,+390458391477,+390458391477,S4B
cattolica,+390458391479,+390458391479,S4B
cattolica,+390458391483,+390458391483,S4B
cattolica,+390458391484,+390458391484,S4B
cattolica,+390458391485,+390458391485,S4B
cattolica,+390458391486,+390458391486,S4B
cattolica,+390458391487,+390458391487,S4B
cattolica,+390458391488,+390458391488,S4B
cattolica,+390458391489,+390458391489,S4B
cattolica,+390458391490,+390458391490,S4B
cattolica,+390458391492,+390458391492,S4B
cattolica,+390458391493,+390458391493,S4B
cattolica,+390458391494,+390458391494,S4B
cattolica,+390458391495,+390458391495,S4B
cattolica,+390458391496,+390458391496,S4B
cattolica,+390458391497,+390458391497,S4B
cattolica,+390458391498,+390458391498,S4B
cattolica,+390458391499,+390458391499,S4B
cattolica,+390458391501,+390458391501,S4B
cattolica,+390458391505,+390458391505,S4B
cattolica,+390458391506,+390458391506,S4B
cattolica,+390458391507,+390458391507,S4B
cattolica,+390458391508,+390458391508,S4B
cattolica,+390458391509,+390458391509,S4B
cattolica,+390458391510,+390458391510,S4B
cattolica,+390458391511,+390458391511,S4B
cattolica,+390458391512,+390458391512,S4B
cattolica,+390458391513,+390458391513,S4B
cattolica,+390458391514,+390458391514,S4B
cattolica,+390458391515,+390458391515,S4B
cattolica,+390458391516,+390458391516,S4B
cattolica,+390458391517,+390458391517,S4B
cattolica,+390458391519,+390458391519,S4B
cattolica,+390458391522,+390458391522,S4B
cattolica,+390458391525,+390458391525,S4B
cattolica,+390458391526,+390458391526,S4B
cattolica,+390458391528,+390458391528,S4B
cattolica,+390458391530,+390458391530,S4B
cattolica,+390458391532,+390458391532,S4B
cattolica,+390458391534,+390458391534,S4B
cattolica,+390458391537,+390458391537,S4B
cattolica,+390458391538,+390458391538,S4B
cattolica,+390458391539,+390458391539,S4B
cattolica,+390458391540,+390458391540,S4B
cattolica,+390458391541,+390458391541,S4B
cattolica,+390458391544,+390458391544,S4B
cattolica,+390458391545,+390458391545,S4B
cattolica,+390458391546,+390458391546,S4B
cattolica,+390458391547,+390458391547,S4B
cattolica,+390458391549,+390458391549,S4B
cattolica,+390458391553,+390458391553,S4B
cattolica,+390458391554,+390458391554,S4B
cattolica,+390458391555,+390458391555,S4B
cattolica,+390458391557,+390458391557,S4B
cattolica,+390458391558,+390458391558,S4B
cattolica,+390458391560,+390458391560,S4B
cattolica,+390458391561,+390458391561,S4B
cattolica,+390458391564,+390458391564,S4B
cattolica,+390458391565,+390458391565,S4B
cattolica,+390458391567,+390458391567,S4B
cattolica,+390458391568,+390458391568,S4B
cattolica,+390458391569,+390458391569,S4B
cattolica,+390458391570,+390458391570,S4B
cattolica,+390458391572,+390458391572,S4B
cattolica,+390458391573,+390458391573,S4B
cattolica,+390458391577,+390458391577,S4B
cattolica,+390458391578,+390458391578,S4B
cattolica,+390458391580,+390458391580,S4B
cattolica,+390458391581,+390458391581,S4B
cattolica,+390458391583,+390458391583,S4B
cattolica,+390458391585,+390458391585,S4B
cattolica,+390458391586,+390458391586,S4B
cattolica,+390458391587,+390458391587,S4B
cattolica,+390458391588,+390458391588,S4B
cattolica,+390458391591,+390458391591,S4B
cattolica,+390458391593,+390458391593,S4B
cattolica,+390458391595,+390458391595,S4B
cattolica,+390458391596,+390458391596,S4B
cattolica,+390458391597,+390458391597,S4B
cattolica,+390458391598,+390458391598,S4B
cattolica,+390458391600,+390458391600,S4B
cattolica,+390458391601,+390458391601,S4B
cattolica,+390458391602,+390458391602,S4B
cattolica,+390458391603,+390458391603,S4B
cattolica,+390458391606,+390458391606,S4B
cattolica,+390458391609,+390458391609,S4B
cattolica,+390458391612,+390458391612,S4B
cattolica,+390458391614,+390458391614,S4B
cattolica,+390458391617,+390458391617,S4B
cattolica,+390458391620,+390458391620,S4B
cattolica,+390458391632,+390458391632,S4B
cattolica,+390458391638,+390458391638,S4B
cattolica,+390458391639,+390458391639,S4B
cattolica,+390458391641,+390458391641,S4B
cattolica,+390458391643,+390458391643,S4B
cattolica,+390458391648,+390458391648,S4B
cattolica,+390458391650,+390458391650,S4B
cattolica,+390458391651,+390458391651,S4B
cattolica,+390458391654,+390458391654,S4B
cattolica,+390458391655,+390458391655,S4B
cattolica,+390458391657,+390458391657,S4B
cattolica,+390458391658,+390458391658,S4B
cattolica,+390458391659,+390458391659,S4B
cattolica,+390458391660,+390458391660,S4B
cattolica,+390458391661,+390458391661,S4B
cattolica,+390458391662,+390458391662,S4B
cattolica,+390458391663,+390458391663,S4B
cattolica,+390458391665,+390458391665,S4B
cattolica,+390458391670,+390458391670,S4B
cattolica,+390458391671,+390458391671,S4B
cattolica,+390458391673,+390458391673,S4B
cattolica,+390458391674,+390458391674,S4B
cattolica,+390458391677,+390458391677,S4B
cattolica,+390458391679,+390458391679,S4B
cattolica,+390458391680,+390458391680,S4B
cattolica,+390458391683,+390458391683,S4B
cattolica,+390458391684,+390458391684,S4B
cattolica,+390458391685,+390458391685,S4B
cattolica,+390458391686,+390458391686,S4B
cattolica,+390458391687,+390458391687,S4B
cattolica,+390458391689,+390458391689,S4B
cattolica,+390458391690,+390458391690,S4B
cattolica,+390458391691,+390458391691,S4B
cattolica,+390458391693,+390458391693,S4B
cattolica,+390458391694,+390458391694,S4B
cattolica,+390458391697,+390458391697,S4B
cattolica,+390458391701,+390458391701,S4B
cattolica,+390458391703,+390458391703,S4B
cattolica,+390458391705,+390458391705,S4B
cattolica,+390458391706,+390458391706,S4B
cattolica,+390458391708,+390458391708,S4B
cattolica,+390458391709,+390458391709,S4B
cattolica,+390458391710,+390458391710,S4B
cattolica,+390458391712,+390458391712,S4B
cattolica,+390458391714,+390458391714,S4B
cattolica,+390458391715,+390458391715,S4B
cattolica,+390458391716,+390458391716,S4B
cattolica,+390458391719,+390458391719,S4B
cattolica,+390458391720,+390458391720,S4B
cattolica,+390458391727,+390458391727,S4B
cattolica,+390458391729,+390458391729,S4B
cattolica,+390458391730,+390458391730,S4B
cattolica,+390458391731,+390458391731,S4B
cattolica,+390458391732,+390458391732,S4B
cattolica,+390458391733,+390458391733,S4B
cattolica,+390458391734,+390458391734,S4B
cattolica,+390458391735,+390458391735,S4B
cattolica,+390458391737,+390458391737,S4B
cattolica,+390458391738,+390458391738,S4B
cattolica,+390458391739,+390458391739,S4B
cattolica,+390458391741,+390458391741,S4B
cattolica,+390458391742,+390458391742,S4B
cattolica,+390458391743,+390458391743,S4B
cattolica,+390458391744,+390458391744,S4B
cattolica,+390458391748,+390458391748,S4B
cattolica,+390458391749,+390458391749,S4B
cattolica,+390458391751,+390458391751,S4B
cattolica,+390458391752,+390458391752,S4B
cattolica,+390458391754,+390458391754,S4B
cattolica,+390458391757,+390458391757,S4B
cattolica,+390458391759,+390458391759,S4B
cattolica,+390458391761,+390458391761,S4B
cattolica,+390458391762,+390458391762,S4B
cattolica,+390458391763,+390458391763,S4B
cattolica,+390458391765,+390458391765,S4B
cattolica,+390458391768,+390458391768,S4B
cattolica,+390458391770,+390458391770,S4B
cattolica,+390458391771,+390458391771,S4B
cattolica,+390458391773,+390458391773,S4B
cattolica,+390458391774,+390458391774,S4B
cattolica,+390458391776,+390458391776,S4B
cattolica,+390458391778,+390458391778,S4B
cattolica,+390458391779,+390458391779,S4B
cattolica,+390458391780,+390458391780,S4B
cattolica,+390458391782,+390458391782,S4B
cattolica,+390458391785,+390458391785,S4B
cattolica,+390458391787,+390458391787,S4B
cattolica,+390458391789,+390458391789,S4B
cattolica,+390458391791,+390458391791,S4B
cattolica,+390458391792,+390458391792,S4B
cattolica,+390458391794,+390458391794,S4B
cattolica,+390458391795,+390458391795,S4B
cattolica,+390458391803,+390458391803,S4B
cattolica,+390458391805,+390458391805,S4B
cattolica,+390458391806,+390458391806,S4B
cattolica,+390458391807,+390458391807,S4B
cattolica,+390458391809,+390458391809,S4B
cattolica,+390458391810,+390458391810,S4B
cattolica,+390458391812,+390458391812,S4B
cattolica,+390458391813,+390458391813,S4B
cattolica,+390458391820,+390458391820,S4B
cattolica,+390458391823,+390458391823,S4B
cattolica,+390458391826,+390458391826,S4B
cattolica,+390458391827,+390458391827,S4B
cattolica,+390458391828,+390458391828,S4B
cattolica,+390458391829,+390458391829,S4B
cattolica,+390458391830,+390458391830,S4B
cattolica,+390458391831,+390458391831,S4B
cattolica,+390458391832,+390458391832,S4B
cattolica,+390458391833,+390458391833,S4B
cattolica,+390458391834,+390458391834,S4B
cattolica,+390458391835,+390458391835,S4B
cattolica,+390458391836,+390458391836,S4B
cattolica,+390458391837,+390458391837,S4B
cattolica,+390458391838,+390458391838,S4B
cattolica,+390458391839,+390458391839,S4B
cattolica,+390458391841,+390458391841,S4B
cattolica,+390458391842,+390458391842,S4B
cattolica,+390458391843,+390458391843,S4B
cattolica,+390458391844,+390458391844,S4B
cattolica,+390458391845,+390458391845,S4B
cattolica,+390458391846,+390458391846,S4B
cattolica,+390458391847,+390458391847,S4B
cattolica,+390458391848,+390458391848,S4B
cattolica,+390458391849,+390458391849,S4B
cattolica,+390458391850,+390458391850,S4B
cattolica,+390458391851,+390458391851,S4B
cattolica,+390458391852,+390458391852,S4B
cattolica,+390458391853,+390458391853,S4B
cattolica,+390458391854,+390458391854,S4B
cattolica,+390458391855,+390458391855,S4B
cattolica,+390458391856,+390458391856,S4B
cattolica,+390458391857,+390458391857,S4B
cattolica,+390458391858,+390458391858,S4B
cattolica,+390458391860,+390458391860,S4B
cattolica,+390458391861,+390458391861,S4B
cattolica,+390458391862,+390458391862,S4B
cattolica,+390458391863,+390458391863,S4B
cattolica,+390458391866,+390458391866,S4B
cattolica,+390458391867,+390458391867,S4B
cattolica,+390458391868,+390458391868,S4B
cattolica,+390458391874,+390458391874,S4B
cattolica,+390458391876,+390458391876,S4B
cattolica,+390458391877,+390458391877,S4B
cattolica,+390458391878,+390458391878,S4B
cattolica,+390458391879,+390458391879,S4B
cattolica,+390458391880,+390458391880,S4B
cattolica,+390458391882,+390458391882,S4B
cattolica,+390458391884,+390458391884,S4B
cattolica,+390458391886,+390458391886,S4B
cattolica,+390458391887,+390458391887,S4B
cattolica,+390458391889,+390458391889,S4B
cattolica,+390458391891,+390458391891,S4B
cattolica,+390458391892,+390458391892,S4B
cattolica,+390458391893,+390458391893,S4B
cattolica,+390458391895,+390458391895,S4B
cattolica,+390458391896,+390458391896,S4B
cattolica,+390458391898,+390458391898,S4B
cattolica,+390458391900,+390458391900,S4B
cattolica,+390458391902,+390458391902,S4B
cattolica,+390458391904,+390458391904,S4B
cattolica,+390458391906,+390458391906,S4B
cattolica,+390458391907,+390458391907,S4B
cattolica,+390458391909,+390458391909,S4B
cattolica,+390458391911,+390458391911,S4B
cattolica,+390458391912,+390458391912,S4B
cattolica,+390458391913,+390458391913,S4B
cattolica,+390458391914,+390458391914,S4B
cattolica,+390458391915,+390458391915,S4B
cattolica,+390458391917,+390458391917,S4B
cattolica,+390458391924,+390458391924,S4B
cattolica,+390458391925,+390458391925,S4B
cattolica,+390458391926,+390458391926,S4B
cattolica,+390458391930,+390458391930,S4B
cattolica,+390458391932,+390458391932,S4B
cattolica,+390458391933,+390458391933,S4B
cattolica,+390458391934,+390458391934,S4B
cattolica,+390458391935,+390458391935,S4B
cattolica,+390458391936,+390458391936,S4B
cattolica,+390458391937,+390458391937,S4B
cattolica,+390458391938,+390458391938,S4B
cattolica,+390458391939,+390458391939,S4B
cattolica,+390458391940,+390458391940,S4B
cattolica,+390458391942,+390458391942,S4B
cattolica,+390458391943,+390458391943,S4B
cattolica,+390458391944,+390458391944,S4B
cattolica,+390458391946,+390458391946,S4B
cattolica,+390458391948,+390458391948,S4B
cattolica,+390458391951,+390458391951,S4B
cattolica,+390458391953,+390458391953,S4B
cattolica,+390458391955,+390458391955,S4B
cattolica,+390458391956,+390458391956,S4B
cattolica,+390458391960,+390458391960,S4B
cattolica,+390458391961,+390458391961,S4B
cattolica,+390458391962,+390458391962,S4B
cattolica,+390458391963,+390458391963,S4B
cattolica,+390458391964,+390458391964,S4B
cattolica,+390458391965,+390458391965,S4B
cattolica,+390458391967,+390458391967,S4B
cattolica,+390458391969,+390458391969,S4B
cattolica,+390458391971,+390458391971,S4B
cattolica,+390458391972,+390458391972,S4B
cattolica,+390458391974,+390458391974,S4B
cattolica,+390458391977,+390458391977,S4B
cattolica,+390458391990,+390458391990,S4B
cattolica,+390458391993,+390458391993,S4B
cattolica,+390458391995,+390458391995,S4B
cattolica,+390458630631,+390458630631,S4B
cattolica,+390639941201,+390639941201,S4B
cattolica,+390639941207,+390639941207,S4B
cattolica,+390639941220,+390639941220,S4B
cattolica,+390639941223,+390639941223,S4B
cattolica,+390639941242,+390639941242,S4B
cattolica,+390639941279,+390639941279,S4B
cattolica,+390639941282,+390639941282,S4B
cattolica,+390639941294,+390639941294,S4B
cattolica,+390639941306,+390639941306,S4B
cattolica,+390639941308,+390639941308,S4B
cattolica,+390639941320,+390639941320,S4B
cattolica,+390639941324,+390639941324,S4B
cattolica,+390639941332,+390639941332,S4B
cattolica,+390639941341,+390639941341,S4B
cattolica,+390639941355,+390639941355,S4B
cattolica,+390639941374,+390639941374,S4B
cattolica,+390644740524,+390644740524,S4B
cattolica,+390644740532,+390644740532,S4B
cattolica,+390644742520,+390644742520,S4B
cattolica,+390644742524,+390644742524,S4B
cattolica,+390644742525,+390644742525,S4B
cattolica,+390644742527,+390644742527,S4B
cattolica,+390644742531,+390644742531,S4B
cattolica,+390644742554,+390644742554,S4B
cattolica,+39064765202,+39064765202,S4B
cattolica,+39064765204,+39064765204,S4B
cattolica,+39064765205,+39064765205,S4B
cattolica,+39064765206,+39064765206,S4B
cattolica,+39064765207,+39064765207,S4B
cattolica,+39064765208,+39064765208,S4B
cattolica,+39064765209,+39064765209,S4B
cattolica,+39064765210,+39064765210,S4B
cattolica,+39064765211,+39064765211,S4B
cattolica,+39064765212,+39064765212,S4B
cattolica,+39064765213,+39064765213,S4B
cattolica,+39064765214,+39064765214,S4B
cattolica,+39064765216,+39064765216,S4B
cattolica,+39064765218,+39064765218,S4B
cattolica,+39064765220,+39064765220,S4B
cattolica,+39064765221,+39064765221,S4B
cattolica,+39064765222,+39064765222,S4B
cattolica,+39064765223,+39064765223,S4B
cattolica,+39064765305,+39064765305,S4B
cattolica,+39064765308,+39064765308,S4B
cattolica,+39064765309,+39064765309,S4B
cattolica,+39064765310,+39064765310,S4B
cattolica,+39064765312,+39064765312,S4B
cattolica,+39064765313,+39064765313,S4B
cattolica,+39064765316,+39064765316,S4B
cattolica,+39064765319,+39064765319,S4B
cattolica,+39064765321,+39064765321,S4B
cattolica,+39064765326,+39064765326,S4B
cattolica,+39064765329,+39064765329,S4B
cattolica,+39064765330,+39064765330,S4B
cattolica,+39064765331,+39064765331,S4B
cattolica,+39064765335,+39064765335,S4B
cattolica,+39064765338,+39064765338,S4B
cattolica,+39064765342,+39064765342,S4B
cattolica,+39064765344,+39064765344,S4B
cattolica,+39064765345,+39064765345,S4B
cattolica,+39064765346,+39064765346,S4B
cattolica,+39064765348,+39064765348,S4B
cattolica,+39064765349,+39064765349,S4B
cattolica,+39064765351,+39064765351,S4B
cattolica,+39064765352,+39064765352,S4B
cattolica,+39064765356,+39064765356,S4B
cattolica,+39064765358,+39064765358,S4B
cattolica,+39064765360,+39064765360,S4B
cattolica,+39064765361,+39064765361,S4B
cattolica,+39064765362,+39064765362,S4B
cattolica,+39064765363,+39064765363,S4B
cattolica,+39064765364,+39064765364,S4B
cattolica,+39064765365,+39064765365,S4B
cattolica,+39064765366,+39064765366,S4B
cattolica,+39064765368,+39064765368,S4B
cattolica,+39064765369,+39064765369,S4B
cattolica,+39064765370,+39064765370,S4B
cattolica,+39064765371,+39064765371,S4B
cattolica,+39064765373,+39064765373,S4B
cattolica,+39064765374,+39064765374,S4B
cattolica,+39064765376,+39064765376,S4B
cattolica,+39064765377,+39064765377,S4B
cattolica,+39064765380,+39064765380,S4B
cattolica,+39064765381,+39064765381,S4B
cattolica,+39064765382,+39064765382,S4B
cattolica,+39064765383,+39064765383,S4B
cattolica,+39064765384,+39064765384,S4B
cattolica,+39064765385,+39064765385,S4B
cattolica,+39064765386,+39064765386,S4B
cattolica,+39064765387,+39064765387,S4B
cattolica,+39064765389,+39064765389,S4B
cattolica,+39064765390,+39064765390,S4B
cattolica,+39064765391,+39064765391,S4B
cattolica,+39064765392,+39064765392,S4B
cattolica,+39064765393,+39064765393,S4B
cattolica,+39064765394,+39064765394,S4B
